order_id,date,time,area,product,category,quantity,price,delivery_time_min,stock_available
1421,29-May,21:30,shastri nagar,milk,dairy,1,20,12,yes
1422,29-May,22:30,jagriti vihar,bread,bakery,2,30,10,no
1423,30-May,23:30,modipuram,egg,dairy,3,40,18,yes
1424,30-May,00:30,ganga nagar,chips,snacks,4,50,14,no
1425,31-May,01:30,saket,cold drinks,beverage,5,60,11,yes
1426,31-May,02:30,shastri nagar,rice,grocery,1,20,12,no
1427,29-May,03:30,jagriti vihar,biscuit,snacks,2,30,10,yes
1428,29-May,04:30,modipuram,juice,beverage,3,40,18,no
1429,30-May,05:30,ganga nagar,butter,dairy,4,50,14,yes
1430,30-May,06:30,saket,maggie,instant food,5,60,11,no
1431,31-May,07:30,shastri nagar,milk,dairy,1,20,12,yes
1432,31-May,08:30,jagriti vihar,bread,bakery,2,30,10,no
1433,29-May,09:30,modipuram,egg,dairy,3,40,18,yes
1434,29-May,10:30,ganga nagar,chips,snacks,4,50,14,no
1435,30-May,11:30,saket,cold drinks,beverage,5,60,11,yes
1436,30-May,12:30,shastri nagar,rice,grocery,1,20,12,no
1437,31-May,13:30,jagriti vihar,biscuit,snacks,2,30,10,yes
1438,31-May,14:30,modipuram,juice,beverage,3,40,18,no
1439,29-May,15:30,ganga nagar,butter,dairy,4,50,14,yes
1440,29-May,16:30,saket,maggie,instant food,5,60,11,no
1441,30-May,17:30,shastri nagar,milk,dairy,1,20,12,yes
1442,30-May,18:30,jagriti vihar,bread,bakery,2,30,10,no
1443,31-May,19:30,modipuram,egg,dairy,3,40,18,yes
1444,31-May,20:30,ganga nagar,chips,snacks,4,50,14,no
1445,29-May,21:30,saket,cold drinks,beverage,5,60,11,yes
1446,29-May,22:30,shastri nagar,rice,grocery,1,20,12,no
1447,30-May,23:30,jagriti vihar,biscuit,snacks,2,30,10,yes
1448,30-May,00:30,modipuram,juice,beverage,3,40,18,no
1449,31-May,01:30,ganga nagar,butter,dairy,4,50,14,yes
1450,31-May,02:30,saket,maggie,instant food,5,60,11,no
1451,29-May,03:30,shastri nagar,milk,dairy,1,20,12,yes
1452,29-May,04:30,jagriti vihar,bread,bakery,2,30,10,no
1453,30-May,05:30,modipuram,egg,dairy,3,40,18,yes
1454,30-May,06:30,ganga nagar,chips,snacks,4,50,14,no
1455,31-May,07:30,saket,cold drinks,beverage,5,60,11,yes
1456,31-May,08:30,shastri nagar,rice,grocery,1,20,12,no
1457,29-May,09:30,jagriti vihar,biscuit,snacks,2,30,10,yes
1458,29-May,10:30,modipuram,juice,beverage,3,40,18,no
1459,30-May,11:30,ganga nagar,butter,dairy,4,50,14,yes
1460,30-May,12:30,saket,maggie,instant food,5,60,11,no
1461,31-May,13:30,shastri nagar,milk,dairy,1,20,12,yes
1462,31-May,14:30,jagriti vihar,bread,bakery,2,30,10,no
1463,29-May,15:30,modipuram,egg,dairy,3,40,18,yes
1464,29-May,16:30,ganga nagar,chips,snacks,4,50,14,no
1465,30-May,17:30,saket,cold drinks,beverage,5,60,11,yes
1466,30-May,18:30,shastri nagar,rice,grocery,1,20,12,no
1467,31-May,19:30,jagriti vihar,biscuit,snacks,2,30,10,yes
1468,31-May,20:30,modipuram,juice,beverage,3,40,18,no
1469,29-May,21:30,ganga nagar,butter,dairy,4,50,14,yes
1470,29-May,22:30,saket,maggie,instant food,5,60,11,no
1471,30-May,23:30,shastri nagar,milk,dairy,1,20,12,yes
1472,30-May,00:30,jagriti vihar,bread,bakery,2,30,10,no
1473,31-May,01:30,modipuram,egg,dairy,3,40,18,yes
1474,31-May,02:30,ganga nagar,chips,snacks,4,50,14,no
1475,29-May,03:30,saket,cold drinks,beverage,5,60,11,yes
1476,29-May,04:30,shastri nagar,rice,grocery,1,20,12,no
1477,30-May,05:30,jagriti vihar,biscuit,snacks,2,30,10,yes
1478,30-May,06:30,modipuram,juice,beverage,3,40,18,no
1479,31-May,07:30,ganga nagar,butter,dairy,4,50,14,yes
1480,31-May,08:30,saket,maggie,instant food,5,60,11,no
1481,29-May,09:30,shastri nagar,milk,dairy,1,20,11,yes
1482,29-May,10:30,jagriti vihar,bread,bakery,2,30,12,no
1483,30-May,11:30,modipuram,egg,dairy,3,40,10,yes
1484,30-May,12:30,ganga nagar,chips,snacks,4,50,18,no
1485,31-May,13:30,saket,cold drinks,beverage,5,60,14,yes
1486,31-May,14:30,shastri nagar,rice,grocery,1,20,11,no
1487,29-May,15:30,jagriti vihar,biscuit,snacks,2,30,12,yes
1488,29-May,16:30,modipuram,juice,beverage,3,40,10,no
1489,30-May,17:30,ganga nagar,butter,dairy,4,50,18,yes
1490,30-May,18:30,saket,maggie,instant food,5,60,14,no
1491,31-May,19:30,shastri nagar,milk,dairy,1,20,11,yes
1492,31-May,20:30,jagriti vihar,bread,bakery,2,30,12,no
1493,29-May,21:30,modipuram,egg,dairy,3,40,10,yes
1494,29-May,22:30,ganga nagar,chips,snacks,4,50,18,no
1495,30-May,23:30,saket,cold drinks,beverage,5,60,14,yes
1496,30-May,00:30,shastri nagar,rice,grocery,1,20,11,no
1497,31-May,01:30,jagriti vihar,biscuit,snacks,2,30,12,yes
1498,31-May,02:30,modipuram,juice,beverage,3,40,10,no
1499,29-May,03:30,ganga nagar,butter,dairy,4,50,18,yes
1500,29-May,04:30,saket,maggie,instant food,5,60,14,no
